id_tiempo,hora,mes,anio,id_edificio,id_ambiente,ocupacion,temperatura,demanda_pico_kw,factor_potencia,consumo_kwh,nombre_edificio,tipo_ambiente,nombre_mes,periodo,franja_horaria,eficiencia_energetica_pct,riesgo_energetico_indice,pred_consumo_kwh,sobreconsumo_real,riesgo_sobreconsumo_prob,riesgo_sobreconsumo_pred
342,14,5,2026,11,138,55,30.02,68.0,0.948,560.0,Edificio 11,Aula,May,2026-05,Tarde,0.0,Alto,559.85,1,0.935,Alto
343,13,5,2026,10,126,32,27.75,60.14,0.811,560.0,Edificio 10,Aula,May,2026-05,Tarde,0.0,Alto,559.06,1,0.967,Alto
344,11,5,2026,4,102,55,30.81,62.55,0.884,560.0,Biblioteca,Aula,May,2026-05,Mañana,0.0,Alto,559.49,1,0.952,Alto
345,19,5,2026,7,127,52,23.16,31.05,0.897,384.74,Auditorio,Laboratorio,May,2026-05,Noche,27.41,Bajo,357.95,0,0.034,Bajo
346,10,5,2026,3,134,79,22.5,44.78,0.915,480.69,Laboratorio Central,Oficina,May,2026-05,Mañana,39.91,Medio,506.8,0,0.187,Bajo
347,11,5,2026,12,127,49,18.59,36.15,0.916,455.47,Edificio 12,Laboratorio,May,2026-05,Mañana,8.91,Medio,472.0,0,0.02,Bajo
348,11,5,2026,11,147,63,23.33,64.42,0.932,560.0,Edificio 11,Biblioteca,May,2026-05,Mañana,12.5,Alto,559.98,1,0.976,Alto
349,14,5,2026,6,133,14,23.75,25.42,0.949,395.08,Comedor,Laboratorio,May,2026-05,Tarde,0.0,Bajo,364.47,0,0.051,Bajo
350,8,5,2026,1,121,29,25.19,24.44,0.968,220.57,Pabellón A,Laboratorio,May,2026-05,Mañana,26.48,Bajo,219.22,0,0.003,Bajo
351,8,5,2026,8,129,47,24.28,58.99,0.891,560.0,Edificio 8,Biblioteca,May,2026-05,Mañana,0.0,Alto,559.88,1,0.873,Alto
352,17,5,2026,12,107,8,24.83,34.68,0.987,436.39,Edificio 12,Administrativo,May,2026-05,Tarde,0.0,Bajo,439.51,0,0.045,Bajo
353,14,5,2026,6,124,67,23.44,32.36,0.907,355.3,Comedor,Auditorio,May,2026-05,Tarde,47.75,Bajo,371.14,0,0.034,Bajo
354,10,5,2026,6,115,23,20.21,35.97,0.908,560.0,Comedor,Laboratorio,May,2026-05,Mañana,0.0,Medio,512.85,1,0.553,Medio
355,15,5,2026,11,157,69,25.04,45.25,0.909,560.0,Edificio 11,Laboratorio,May,2026-05,Tarde,20.0,Medio,536.28,1,0.466,Medio
356,19,5,2026,5,120,24,27.19,44.71,0.887,560.0,Administrativo,Aula,May,2026-05,Noche,0.0,Medio,552.84,1,0.727,Alto
357,18,5,2026,10,115,26,25.25,38.83,0.913,560.0,Edificio 10,Laboratorio,May,2026-05,Noche,0.0,Medio,525.55,1,0.539,Medio
358,10,5,2026,3,100,33,24.95,39.98,0.855,560.0,Laboratorio Central,Auditorio,May,2026-05,Mañana,0.0,Medio,545.0,1,0.649,Medio
359,7,5,2026,6,100,56,21.44,46.81,0.876,443.14,Comedor,Auditorio,May,2026-05,Mañana,22.26,Bajo,424.65,0,0.117,Bajo
360,7,5,2026,3,145,52,24.18,47.56,0.919,457.51,Laboratorio Central,Laboratorio,May,2026-05,Mañana,13.68,Medio,436.6,0,0.198,Bajo
361,21,5,2026,6,129,64,24.15,63.9,0.922,560.0,Comedor,Biblioteca,May,2026-05,Noche,13.85,Alto,552.17,1,0.768,Alto
362,13,5,2026,11,108,67,24.54,38.48,0.881,470.08,Edificio 11,Aula,May,2026-05,Tarde,30.87,Medio,474.15,0,0.037,Bajo
363,18,5,2026,6,120,39,24.99,47.94,0.902,560.0,Comedor,Aula,May,2026-05,Noche,0.0,Medio,558.92,1,0.817,Alto
364,14,5,2026,8,120,61,21.26,53.59,0.937,560.0,Edificio 8,Aula,May,2026-05,Tarde,9.68,Alto,559.87,1,0.962,Alto
365,11,5,2026,2,105,73,28.17,62.02,0.855,560.0,Pabellón B,Biblioteca,May,2026-05,Mañana,24.32,Alto,559.94,1,0.973,Alto
366,8,5,2026,12,115,38,27.3,54.66,0.942,531.27,Edificio 12,Laboratorio,May,2026-05,Mañana,0.0,Alto,498.59,0,0.337,Bajo
367,9,5,2026,1,160,35,26.21,40.78,0.88,560.0,Pabellón A,Auditorio,May,2026-05,Mañana,0.0,Medio,534.33,1,0.69,Medio
368,7,5,2026,1,153,43,24.76,45.08,0.923,462.3,Pabellón A,Biblioteca,May,2026-05,Mañana,0.0,Medio,440.0,0,0.156,Bajo
369,17,5,2026,2,137,12,20.9,30.96,0.972,273.28,Pabellón B,Administrativo,May,2026-05,Tarde,0.0,Bajo,344.84,0,0.067,Bajo
370,8,5,2026,6,107,23,27.57,33.54,0.936,299.37,Comedor,Administrativo,May,2026-05,Mañana,0.0,Bajo,319.93,0,0.014,Bajo
371,13,5,2026,8,101,37,26.48,31.37,0.979,458.48,Edificio 8,Administrativo,May,2026-05,Tarde,0.0,Medio,421.83,0,0.021,Bajo
372,16,5,2026,10,139,59,24.42,45.52,0.867,522.47,Edificio 10,Laboratorio,May,2026-05,Tarde,12.92,Medio,521.46,0,0.196,Bajo
373,11,5,2026,7,108,27,26.44,26.66,0.881,325.52,Auditorio,Aula,May,2026-05,Mañana,0.0,Bajo,331.19,0,0.027,Bajo
374,13,5,2026,12,122,53,19.16,37.2,0.881,522.92,Edificio 12,Oficina,May,2026-05,Tarde,3.16,Medio,491.2,0,0.025,Bajo
375,11,5,2026,3,101,48,26.26,41.04,0.868,515.07,Laboratorio Central,Administrativo,May,2026-05,Mañana,0.0,Medio,507.82,0,0.133,Bajo
376,19,5,2026,10,114,53,25.71,64.68,0.893,560.0,Edificio 10,Aula,May,2026-05,Noche,0.0,Alto,559.92,1,0.959,Alto
377,21,5,2026,12,103,59,18.0,26.59,0.858,323.92,Edificio 12,Laboratorio,May,2026-05,Noche,46.01,Bajo,273.12,0,0.045,Bajo
378,9,5,2026,3,115,28,19.81,26.84,0.881,523.08,Laboratorio Central,Laboratorio,May,2026-05,Mañana,0.0,Medio,420.8,0,0.023,Bajo
379,18,5,2026,6,160,43,23.67,52.67,0.886,560.0,Comedor,Auditorio,May,2026-05,Noche,0.0,Alto,556.26,1,0.836,Alto
380,9,5,2026,8,102,49,26.19,63.15,0.92,560.0,Edificio 8,Aula,May,2026-05,Mañana,0.0,Alto,559.98,1,0.955,Alto
381,21,5,2026,10,112,61,21.78,34.25,0.975,242.53,Edificio 10,Auditorio,May,2026-05,Noche,60.88,Bajo,250.98,0,0.012,Bajo
382,18,5,2026,3,149,59,27.16,42.74,0.9,461.41,Laboratorio Central,Administrativo,May,2026-05,Noche,23.1,Medio,474.2,0,0.086,Bajo
383,17,5,2026,7,137,70,25.86,45.98,0.928,520.44,Auditorio,Administrativo,May,2026-05,Tarde,26.7,Medio,525.7,0,0.163,Bajo
384,17,5,2026,6,111,5,23.33,30.17,0.952,504.25,Comedor,Biblioteca,May,2026-05,Tarde,0.0,Medio,451.75,0,0.069,Bajo
385,17,5,2026,10,152,63,26.64,34.89,0.891,420.81,Edificio 10,Oficina,May,2026-05,Tarde,34.25,Bajo,409.58,0,0.012,Bajo
386,13,5,2026,10,102,38,25.44,61.19,0.93,560.0,Edificio 10,Aula,May,2026-05,Tarde,0.0,Alto,559.98,1,0.969,Alto
387,8,5,2026,8,109,50,25.4,37.14,0.939,344.88,Edificio 8,Laboratorio,May,2026-05,Mañana,32.38,Bajo,320.69,0,0.016,Bajo
388,17,5,2026,11,146,45,26.82,38.86,0.907,503.22,Edificio 11,Oficina,May,2026-05,Tarde,0.0,Medio,493.27,0,0.023,Bajo
389,11,5,2026,2,146,76,24.37,39.34,0.805,462.46,Pabellón B,Oficina,May,2026-05,Mañana,39.94,Medio,467.9,0,0.079,Bajo
390,15,5,2026,7,106,55,26.86,35.14,0.851,426.92,Auditorio,Auditorio,May,2026-05,Tarde,23.76,Bajo,423.59,0,0.013,Bajo
391,14,5,2026,2,151,65,22.28,30.99,0.99,417.55,Pabellón B,Laboratorio,May,2026-05,Tarde,36.73,Bajo,397.45,0,0.023,Bajo
392,18,5,2026,2,135,73,32.09,61.04,0.849,560.0,Pabellón B,Biblioteca,May,2026-05,Noche,24.32,Alto,553.61,1,0.89,Alto
393,18,5,2026,1,127,67,23.71,38.24,0.895,402.55,Pabellón A,Laboratorio,May,2026-05,Noche,40.8,Bajo,404.58,0,0.037,Bajo
394,18,5,2026,9,146,68,27.69,45.25,0.892,514.54,Edificio 9,Oficina,May,2026-05,Noche,25.43,Medio,514.94,0,0.082,Bajo
395,13,5,2026,10,135,61,22.89,52.71,0.942,560.0,Edificio 10,Biblioteca,May,2026-05,Tarde,9.68,Alto,559.84,1,0.92,Alto
396,10,5,2026,2,101,29,25.49,34.06,0.955,408.25,Pabellón B,Administrativo,May,2026-05,Mañana,0.0,Bajo,428.86,0,0.028,Bajo
397,19,5,2026,7,130,22,24.65,44.28,0.937,560.0,Auditorio,Auditorio,May,2026-05,Noche,0.0,Medio,553.42,1,0.718,Alto
398,14,5,2026,1,116,41,22.17,22.58,0.937,227.57,Pabellón A,Oficina,May,2026-05,Tarde,45.82,Bajo,243.68,0,0.041,Bajo
399,18,5,2026,11,106,72,25.76,37.83,0.883,459.88,Edificio 11,Auditorio,May,2026-05,Noche,37.0,Medio,438.52,0,0.03,Bajo
400,20,5,2026,9,126,41,28.82,62.52,0.958,560.0,Edificio 9,Aula,May,2026-05,Noche,0.0,Alto,554.84,1,0.922,Alto
401,11,5,2026,2,125,83,21.63,44.64,0.909,560.0,Pabellón B,Administrativo,May,2026-05,Mañana,33.33,Medio,532.55,1,0.406,Medio
402,8,5,2026,8,111,27,26.07,51.07,0.916,560.0,Edificio 8,Biblioteca,May,2026-05,Mañana,0.0,Medio,518.46,1,0.588,Medio
403,8,5,2026,11,127,67,29.68,54.22,0.953,406.96,Edificio 11,Laboratorio,May,2026-05,Mañana,40.15,Alto,421.25,0,0.263,Bajo
404,8,5,2026,7,135,15,22.22,35.94,0.903,370.89,Auditorio,Biblioteca,May,2026-05,Mañana,0.0,Bajo,344.69,0,0.073,Bajo
405,19,5,2026,12,139,22,21.61,32.07,0.925,352.14,Edificio 12,Laboratorio,May,2026-05,Noche,0.0,Bajo,380.57,0,0.035,Bajo
406,8,5,2026,2,136,26,25.32,14.58,0.965,105.02,Pabellón B,Auditorio,May,2026-05,Mañana,61.1,Bajo,117.65,0,0.002,Bajo
407,11,5,2026,7,141,24,24.72,50.11,0.917,560.0,Auditorio,Biblioteca,May,2026-05,Mañana,0.0,Medio,559.68,1,0.909,Alto
408,7,5,2026,7,156,33,27.68,23.92,0.953,205.91,Auditorio,Aula,May,2026-05,Mañana,39.44,Bajo,208.19,0,0.001,Bajo
409,12,5,2026,1,121,62,22.03,32.31,0.956,436.1,Pabellón A,Laboratorio,May,2026-05,Tarde,30.78,Bajo,395.11,0,0.036,Bajo
410,9,5,2026,5,147,80,19.1,61.83,0.905,560.0,Administrativo,Biblioteca,May,2026-05,Mañana,30.86,Alto,559.99,1,0.969,Alto
411,10,5,2026,8,113,74,22.76,38.16,0.915,555.46,Edificio 8,Administrativo,May,2026-05,Mañana,25.94,Medio,490.27,0,0.062,Bajo
412,8,5,2026,5,145,68,22.73,52.35,0.959,420.91,Administrativo,Laboratorio,May,2026-05,Mañana,39.0,Bajo,425.12,0,0.169,Bajo
413,10,5,2026,4,153,60,24.63,62.32,0.922,560.0,Biblioteca,Biblioteca,May,2026-05,Mañana,8.2,Alto,559.96,1,0.975,Alto
414,13,5,2026,11,159,73,24.88,68.0,0.873,560.0,Edificio 11,Biblioteca,May,2026-05,Tarde,24.32,Alto,559.74,1,0.991,Alto
415,20,5,2026,8,137,35,23.48,34.44,0.884,281.07,Edificio 8,Administrativo,May,2026-05,Noche,21.92,Bajo,276.25,0,0.027,Bajo
416,7,5,2026,3,154,57,18.0,24.42,0.946,176.58,Laboratorio Central,Auditorio,May,2026-05,Mañana,69.56,Bajo,179.72,0,0.016,Bajo
417,11,5,2026,11,126,11,23.85,50.75,0.898,560.0,Edificio 11,Aula,May,2026-05,Mañana,0.0,Medio,558.28,1,0.932,Alto
418,19,5,2026,1,114,65,24.27,63.8,0.874,560.0,Pabellón A,Aula,May,2026-05,Noche,15.15,Alto,559.38,1,0.949,Alto
419,13,5,2026,7,154,45,26.21,31.95,0.922,462.39,Auditorio,Auditorio,May,2026-05,Tarde,0.0,Medio,419.36,0,0.015,Bajo
420,15,5,2026,11,153,61,26.4,66.52,0.883,560.0,Edificio 11,Biblioteca,May,2026-05,Tarde,9.68,Alto,559.98,1,0.959,Alto
421,14,6,2026,2,121,86,23.69,44.54,0.886,515.82,Pabellón B,Laboratorio,Jun,2026-06,Tarde,40.71,Medio,516.82,0,0.173,Bajo
422,9,6,2026,9,148,43,24.06,29.84,0.956,313.8,Edificio 9,Auditorio,Jun,2026-06,Mañana,28.68,Bajo,330.79,0,0.025,Bajo
423,12,6,2026,11,108,49,19.69,30.39,0.91,335.35,Edificio 11,Aula,Jun,2026-06,Tarde,32.93,Bajo,348.36,0,0.013,Bajo
424,18,6,2026,10,152,58,25.78,39.84,0.919,394.74,Edificio 10,Oficina,Jun,2026-06,Noche,33.09,Bajo,413.32,0,0.045,Bajo
425,21,6,2026,11,122,12,23.73,33.48,0.841,276.86,Edificio 11,Oficina,Jun,2026-06,Noche,0.0,Bajo,274.12,0,0.011,Bajo
426,11,6,2026,12,151,61,18.0,34.08,0.99,449.09,Edificio 12,Laboratorio,Jun,2026-06,Mañana,27.57,Medio,431.46,0,0.018,Bajo
427,10,6,2026,6,114,54,21.43,54.01,0.875,560.0,Comedor,Aula,Jun,2026-06,Mañana,0.0,Alto,559.88,1,0.948,Alto
428,14,6,2026,1,155,96,21.37,52.75,0.877,560.0,Pabellón A,Administrativo,Jun,2026-06,Tarde,42.27,Alto,557.53,1,0.94,Alto
429,8,6,2026,11,124,32,23.42,28.35,0.893,168.34,Edificio 11,Auditorio,Jun,2026-06,Mañana,48.99,Bajo,181.71,0,0.016,Bajo
430,21,6,2026,8,109,100,22.07,55.28,0.918,345.58,Edificio 8,Laboratorio,Jun,2026-06,Noche,65.78,Alto,384.41,0,0.129,Bajo
431,9,6,2026,6,140,77,25.17,62.29,0.977,560.0,Comedor,Oficina,Jun,2026-06,Mañana,28.21,Alto,559.98,1,0.976,Alto
432,19,6,2026,2,108,87,20.8,27.19,0.825,296.14,Pabellón B,Aula,Jun,2026-06,Noche,66.35,Bajo,293.75,0,0.048,Bajo
433,7,6,2026,9,112,48,18.0,29.6,0.868,188.56,Edificio 9,Auditorio,Jun,2026-06,Mañana,61.52,Bajo,186.61,0,0.007,Bajo
434,18,6,2026,4,114,55,23.04,50.41,0.937,560.0,Biblioteca,Aula,Jun,2026-06,Noche,0.0,Medio,557.47,1,0.901,Alto
435,9,6,2026,2,152,100,26.07,33.62,0.923,339.55,Pabellón B,Oficina,Jun,2026-06,Mañana,66.38,Bajo,370.86,0,0.029,Bajo
436,9,6,2026,6,157,68,19.01,35.97,0.954,476.38,Comedor,Laboratorio,Jun,2026-06,Mañana,30.96,Medio,444.8,0,0.058,Bajo
437,7,6,2026,4,114,53,22.43,51.4,0.857,455.74,Biblioteca,Aula,Jun,2026-06,Mañana,15.6,Medio,442.93,0,0.179,Bajo
438,7,6,2026,7,156,78,20.72,26.71,0.872,174.63,Auditorio,Aula,Jun,2026-06,Mañana,77.89,Bajo,175.6,0,0.001,Bajo
439,8,6,2026,11,153,88,24.57,68.0,0.93,560.0,Edificio 11,Biblioteca,Jun,2026-06,Mañana,37.08,Alto,555.39,1,0.839,Alto
440,18,6,2026,11,140,57,27.13,61.54,0.949,560.0,Edificio 11,Oficina,Jun,2026-06,Noche,3.45,Alto,559.9,1,0.94,Alto
441,18,6,2026,3,126,60,22.77,53.92,0.89,560.0,Laboratorio Central,Aula,Jun,2026-06,Noche,8.2,Alto,558.41,1,0.89,Alto
442,10,6,2026,5,153,64,22.01,56.85,0.9,560.0,Administrativo,Biblioteca,Jun,2026-06,Mañana,13.85,Alto,559.96,1,0.945,Alto
443,14,6,2026,4,144,72,22.9,36.66,0.911,371.95,Biblioteca,Aula,Jun,2026-06,Tarde,49.05,Bajo,401.3,0,0.036,Bajo
444,9,6,2026,2,149,26,19.2,20.33,0.935,279.65,Pabellón B,Administrativo,Jun,2026-06,Mañana,0.0,Bajo,265.16,0,0.036,Bajo
445,11,6,2026,5,129,93,25.7,68.0,0.854,560.0,Administrativo,Biblioteca,Jun,2026-06,Mañana,40.43,Alto,559.18,1,0.941,Alto
446,8,6,2026,2,154,34,24.05,27.15,0.945,186.21,Pabellón B,Auditorio,Jun,2026-06,Mañana,46.8,Bajo,189.18,0,0.002,Bajo
447,12,6,2026,8,139,50,28.84,40.38,0.936,516.66,Edificio 8,Laboratorio,Jun,2026-06,Tarde,0.0,Medio,498.53,0,0.112,Bajo
448,20,6,2026,7,144,69,27.18,29.8,0.868,191.01,Auditorio,Aula,Jun,2026-06,Noche,72.71,Bajo,214.58,0,0.01,Bajo
449,18,6,2026,12,103,97,23.33,60.22,0.963,560.0,Edificio 12,Laboratorio,Jun,2026-06,Noche,42.86,Alto,555.77,1,0.863,Alto
450,16,6,2026,7,149,45,23.54,35.65,0.879,361.1,Auditorio,Administrativo,Jun,2026-06,Tarde,21.5,Bajo,402.64,0,0.022,Bajo
451,9,6,2026,8,158,9,24.47,25.29,0.915,419.82,Edificio 8,Oficina,Jun,2026-06,Mañana,0.0,Bajo,386.66,0,0.06,Bajo
452,15,6,2026,12,136,58,23.65,30.46,0.988,321.27,Edificio 12,Auditorio,Jun,2026-06,Tarde,45.55,Bajo,335.58,0,0.044,Bajo
453,18,6,2026,12,139,81,26.49,52.25,0.947,542.72,Edificio 12,Laboratorio,Jun,2026-06,Noche,33.81,Medio,543.07,0,0.396,Bajo
454,15,6,2026,10,103,82,30.98,56.52,0.865,560.0,Edificio 10,Laboratorio,Jun,2026-06,Tarde,32.53,Alto,557.27,1,0.834,Alto
455,9,6,2026,2,148,38,24.12,24.33,0.908,253.59,Pabellón B,Auditorio,Jun,2026-06,Mañana,34.98,Bajo,288.89,0,0.03,Bajo
456,10,6,2026,2,129,37,20.32,40.72,0.95,560.0,Pabellón B,Biblioteca,Jun,2026-06,Mañana,0.0,Medio,549.55,1,0.635,Medio
457,14,6,2026,12,141,77,24.34,68.0,0.921,560.0,Edificio 12,Biblioteca,Jun,2026-06,Tarde,28.21,Alto,559.93,1,0.961,Alto
458,17,6,2026,5,156,5,21.96,15.74,0.864,138.87,Administrativo,Aula,Jun,2026-06,Tarde,0.0,Bajo,187.34,0,0.022,Bajo
459,7,6,2026,4,154,27,25.09,25.85,0.879,217.15,Biblioteca,Auditorio,Jun,2026-06,Mañana,22.45,Bajo,215.97,0,0.003,Bajo
460,19,6,2026,11,114,44,26.81,64.24,0.862,560.0,Edificio 11,Aula,Jun,2026-06,Noche,0.0,Alto,559.91,1,0.947,Alto
461,12,6,2026,12,106,67,24.51,50.16,0.959,560.0,Edificio 12,Auditorio,Jun,2026-06,Tarde,17.65,Medio,555.81,1,0.824,Alto
462,10,6,2026,2,159,73,25.25,60.72,0.922,560.0,Pabellón B,Biblioteca,Jun,2026-06,Mañana,24.32,Alto,559.73,1,0.974,Alto
463,19,6,2026,7,102,92,21.46,65.09,0.874,560.0,Auditorio,Aula,Jun,2026-06,Noche,39.78,Alto,559.93,1,0.913,Alto
464,9,6,2026,8,100,8,23.07,33.26,0.98,533.61,Edificio 8,Auditorio,Jun,2026-06,Mañana,0.0,Medio,504.15,0,0.102,Bajo
465,15,6,2026,3,144,23,21.7,21.08,0.939,224.8,Laboratorio Central,Aula,Jun,2026-06,Tarde,6.33,Bajo,241.96,0,0.037,Bajo
466,13,6,2026,7,138,37,28.39,55.47,0.895,560.0,Auditorio,Aula,Jun,2026-06,Tarde,0.0,Alto,559.81,1,0.928,Alto
467,14,6,2026,3,108,25,26.43,22.8,0.876,293.85,Laboratorio Central,Aula,Jun,2026-06,Tarde,0.0,Bajo,289.51,0,0.041,Bajo
468,21,6,2026,9,140,28,24.42,46.83,0.896,391.1,Edificio 9,Oficina,Jun,2026-06,Noche,0.0,Bajo,413.41,0,0.223,Bajo
469,9,6,2026,12,141,68,23.71,65.06,0.895,560.0,Edificio 12,Biblioteca,Jun,2026-06,Mañana,18.84,Alto,559.93,1,0.949,Alto
470,16,6,2026,10,160,26,22.45,37.94,0.909,511.05,Edificio 10,Auditorio,Jun,2026-06,Tarde,0.0,Medio,503.75,0,0.088,Bajo
471,20,6,2026,7,151,65,24.11,40.16,0.919,298.56,Auditorio,Laboratorio,Jun,2026-06,Noche,54.76,Bajo,292.36,0,0.04,Bajo
472,11,6,2026,11,116,93,24.65,42.29,0.916,443.01,Edificio 11,Oficina,Jun,2026-06,Mañana,52.87,Bajo,461.71,0,0.13,Bajo
473,12,6,2026,8,106,30,21.0,26.06,0.899,354.51,Edificio 8,Auditorio,Jun,2026-06,Tarde,0.0,Bajo,337.14,0,0.039,Bajo
474,19,6,2026,12,118,71,23.67,45.16,0.879,526.56,Edificio 12,Auditorio,Jun,2026-06,Noche,26.87,Medio,507.68,0,0.093,Bajo
475,17,6,2026,6,135,89,25.64,68.0,0.987,560.0,Comedor,Biblioteca,Jun,2026-06,Tarde,37.78,Alto,557.5,1,0.933,Alto
476,17,6,2026,12,145,60,20.98,49.01,0.858,560.0,Edificio 12,Laboratorio,Jun,2026-06,Tarde,8.2,Medio,553.34,1,0.795,Alto
477,10,6,2026,5,128,69,28.08,36.06,0.933,372.49,Administrativo,Oficina,Jun,2026-06,Mañana,46.79,Bajo,406.58,0,0.015,Bajo
478,15,6,2026,5,108,71,27.08,41.24,0.955,358.99,Administrativo,Aula,Jun,2026-06,Tarde,50.14,Bajo,393.19,0,0.063,Bajo
479,7,6,2026,3,159,51,24.87,59.04,0.887,494.98,Laboratorio Central,Biblioteca,Jun,2026-06,Mañana,4.81,Alto,514.14,0,0.25,Bajo
480,12,6,2026,2,150,56,23.04,40.41,0.957,560.0,Pabellón B,Aula,Jun,2026-06,Tarde,1.75,Medio,519.07,1,0.446,Medio
481,9,6,2026,7,134,45,23.7,35.56,0.937,444.94,Auditorio,Oficina,Jun,2026-06,Mañana,3.27,Medio,446.86,0,0.037,Bajo
482,19,6,2026,10,133,66,20.2,40.3,0.911,410.82,Edificio 10,Laboratorio,Jun,2026-06,Noche,38.68,Bajo,405.99,0,0.058,Bajo
483,12,6,2026,8,115,80,21.66,51.31,0.84,560.0,Edificio 8,Laboratorio,Jun,2026-06,Tarde,30.86,Medio,548.34,1,0.861,Alto
484,8,6,2026,7,116,99,21.63,36.56,0.973,212.74,Auditorio,Oficina,Jun,2026-06,Mañana,78.73,Bajo,245.76,0,0.027,Bajo
485,19,6,2026,9,128,36,24.21,25.03,0.881,329.63,Edificio 9,Oficina,Jun,2026-06,Noche,10.91,Bajo,300.88,0,0.024,Bajo
486,19,6,2026,9,134,88,25.1,50.32,0.877,504.23,Edificio 9,Oficina,Jun,2026-06,Noche,43.34,Medio,519.96,0,0.256,Bajo
487,13,6,2026,2,113,21,22.9,30.31,0.9,382.35,Pabellón B,Administrativo,Jun,2026-06,Tarde,0.0,Bajo,380.75,0,0.07,Bajo
488,9,6,2026,1,129,41,23.83,44.31,0.932,560.0,Pabellón A,Biblioteca,Jun,2026-06,Mañana,0.0,Medio,553.23,1,0.67,Medio
489,8,6,2026,10,152,57,26.3,29.77,0.946,259.04,Edificio 10,Oficina,Jun,2026-06,Mañana,55.34,Bajo,235.65,0,0.028,Bajo
490,15,6,2026,1,141,58,23.8,51.31,0.91,560.0,Pabellón A,Biblioteca,Jun,2026-06,Tarde,5.08,Medio,559.29,1,0.903,Alto
491,12,6,2026,9,106,46,28.42,39.6,0.89,503.66,Edificio 9,Auditorio,Jun,2026-06,Tarde,0.0,Medio,500.61,0,0.075,Bajo
492,7,6,2026,8,110,82,22.41,60.04,0.855,533.32,Edificio 8,Oficina,Jun,2026-06,Mañana,35.74,Alto,533.39,0,0.211,Bajo
493,17,6,2026,3,119,33,18.03,24.08,0.848,288.43,Laboratorio Central,Administrativo,Jun,2026-06,Tarde,15.17,Bajo,273.45,0,0.019,Bajo
494,15,6,2026,3,107,46,27.78,37.99,0.87,426.01,Laboratorio Central,Administrativo,Jun,2026-06,Tarde,9.36,Bajo,434.31,0,0.012,Bajo
495,10,6,2026,12,147,71,22.43,64.76,0.94,560.0,Edificio 12,Biblioteca,Jun,2026-06,Mañana,22.22,Alto,559.79,1,0.973,Alto
496,20,6,2026,5,112,68,27.36,38.21,0.898,232.88,Administrativo,Auditorio,Jun,2026-06,Noche,66.25,Bajo,246.38,0,0.022,Bajo
497,15,6,2026,8,141,37,23.24,52.99,0.917,560.0,Edificio 8,Biblioteca,Jun,2026-06,Tarde,0.0,Alto,559.86,1,0.92,Alto
498,9,6,2026,11,141,56,24.24,68.0,0.934,560.0,Edificio 11,Biblioteca,Jun,2026-06,Mañana,1.75,Alto,559.98,1,0.962,Alto
499,12,6,2026,10,142,45,27.73,38.42,0.895,527.97,Edificio 10,Auditorio,Jun,2026-06,Tarde,0.0,Medio,490.94,0,0.044,Bajo
500,10,6,2026,4,145,55,23.79,43.75,0.922,560.0,Biblioteca,Laboratorio,Jun,2026-06,Mañana,0.0,Medio,539.65,1,0.471,Medio
